originalTitle,tconst
In the Line of Fire,tt0107206
In the Loop,tt1226774
In the Mouth of Madness,tt0113409
In the Name of the Father,tt0107207
In the Shadow of the Moon,tt8110640
In the Tall Grass,tt4687108
In the Valley of Elah,tt0478134
In Time,tt1637688
Incarnate,tt3216348
Incendies,tt1255953
Inception,tt1375666
Incir Reçeli,tt1808197
Inconceivable,tt3481634
Incredibles 2,tt3606756
Indecent Proposal,tt0107211
Independence Day,tt0116629
Independence Day: Resurgence,tt1628841
Indiana Jones and the Kingdom of the Crystal Skull,tt0367882
Indigènes,tt0444182
Indignation,tt4193394
Indochine,tt0104507
Infamous,tt0420609
Inferno,tt3062096
Infini,tt3327624
Infinite,tt6654210
Infinitely Polar Bear,tt1969062
Infinity Chamber,tt3839880
Infinity Pool,tt10365998
Inglourious Basterds,tt0361748
Ingrid Goes West,tt5962210
Inherent Vice,tt1791528
Inheritance,tt7923220
Injustice,tt5012504
Inkheart,tt0494238
Inland Empire,tt0460829
Innocent Blood,tt0104511
Inosensu: Innocence,tt0347246
Inside Llewyn Davis,tt2042568
Inside Man,tt0454848
Inside Out,tt2096673
Insidious,tt1591095
Insidious: Chapter 2,tt2226417
Insidious: Chapter 3,tt3195644
Insidious: The Last Key,tt5726086
Insomnia,tt0119375
Insomnia,tt0278504
Instant Family,tt7401588
Instinct,tt0128278
Insurgent,tt2908446
Intacto,tt0220580
Intermission,tt0332658
Internal Affairs,tt0099850
Interreflections,tt1965308
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,tt0368667
Interstellar,tt0816692
Interview with a Hitman,tt2061712
Interview with the Vampire: The Vampire Chronicles,tt0110148
Intimacy,tt0256103
Into the Blue,tt0378109
Into the Forest,tt2625810
Into the Grizzly Maze,tt1694021
Into the Storm,tt2106361
Into the Wild,tt0758758
Into the Woods,tt2180411
Intolerable Cruelty,tt0138524
Intouchables,tt1675434
Intruders,tt1634121
Intrusion,tt5563324
Inventing the Abbotts,tt0119381
Invictus,tt1057500
Invincible,tt0445990
Io non ho paura,tt0326977
Io sono l'amore,tt1226236
Ip Man,tt1220719
Iron Man,tt0371746
Iron Man 2,tt1228705
Iron Man Three,tt1300854
Iron Sky,tt1034314
Iron Sky: The Coming Race,tt3038708
Ironclad,tt1233301
Irrational Man,tt3715320
Irreplaceable You,tt6119856
Irresistible,tt9076562
Irréversible,tt0290673
Isle of Dogs,tt5104604
Isn't It Romantic,tt2452244
It,tt1396484
It Chapter Two,tt7349950
It Comes at Night,tt4695012
It Could Happen to You,tt0110167
It Follows,tt3235888
It Takes Two,tt0113442
It's a Boy Girl Thing,tt0482527
It's All Gone Pete Tong,tt0388139
It's Complicated,tt1230414
It's Kind of a Funny Story,tt0804497
Italiensk for begyndere,tt0243862
J. Edgar,tt1616195
J'accuse,tt2398149
J'ai perdu mon corps,tt9806192
J'ai tué ma mère,tt1424797
Jaadugar,tt13793230
Jab Tak Hai Jaan,tt2176013
Jack,tt0116669
Jack Frost,tt0141109
Jack Reacher,tt0790724
Jack Reacher: Never Go Back,tt3393786
Jack Ryan: Shadow Recruit,tt1205537
Jack the Giant Slayer,tt1351685
Jackie,tt1619029
Jackie Brown,tt0119396
Jacob's Ladder,tt0099871
Jade,tt0113451
Jagame Thandhiram,tt10661848
Jagten,tt2106476
Jai Bhim,tt15097216
Jakob the Liar,tt0120716
Jalla! Jalla!,tt0269389
James and the Giant Peach,tt0116683
Jamón Jamón,tt0104545
Jane Austen's Mafia!,tt0120741
Jane Eyre,tt1229822
Jane Got a Gun,tt2140037
"Janghwa, Hongryeon",tt0365376
Jarhead,tt0418763
Jason Bourne,tt4196776
Jawbreaker,tt0155776
Jay and Silent Bob Reboot,tt6521876
Jay and Silent Bob Strike Back,tt0261392
Jayeshbhai Jordaar,tt10393870
JCVD,tt1130988
Je ne suis pas un homme facile,tt6857988
"Je vais bien, ne t'en fais pas",tt0485241
Jeepers Creepers,tt0263488
Jeepers Creepers 2,tt0301470
"Jeff, Who Lives at Home",tt1588334
Jennifer Eight,tt0104549
Jennifer's Body,tt1131734
Jenny's Wedding,tt3289712
Jerry & Marge Go Large,tt8323668
Jerry Maguire,tt0116695
Jersey,tt5301942
Jersey Boys,tt1742044
Jersey Girl,tt0300051
Jerusalema,tt0783532
Jessabelle,tt2300975
Jeune et jolie,tt2752200
Jeux d'enfants,tt0364517
Jexi,tt9354944
JFK,tt0102138
Ji qi zhi xue,tt5813366
Jigarthanda,tt3569782
Jigsaw,tt3348730
Jilla,tt2678948
Jimmy Neutron: Boy Genius,tt0268397
Jin ling shi san chai,tt1410063
Jin-Rô,tt0193253
Jing cha gu shi 2013,tt2599716
Jing wu feng yun: Chen Zhen,tt1456661
Jing wu ying xiong,tt0110200
Jingle All the Way,tt0116705
Jingle Jangle: A Christmas Journey,tt7736496
Jisatsu sâkuru,tt0312843
Joan of Arc,tt0151137
Jobs,tt2357129
Jodaeiye Nader az Simin,tt1832382
Jodhaa Akbar,tt0449994
Joe,tt2382396
Joe Dirt,tt0245686
Joe Somebody,tt0279889
Joe Versus the Volcano,tt0099892
Joe's Apartment,tt0116707
Joheunnom nabbeunnom isanghannom,tt0901487
John Carter,tt0401729
John Dies at the End,tt1783732
John Q,tt0251160
John Tucker Must Die,tt0455967
John Wick,tt2911666
John Wick: Chapter 2,tt4425200
John Wick: Chapter 3 - Parabellum,tt6146586
John Wick: Chapter 4,tt10366206
Johnny English,tt0274166
Johnny English Reborn,tt1634122
Johnny English Strikes Again,tt6921996
Johnny Mnemonic,tt0113481
Johnny Stecchino,tt0102164
Joji,tt13206926
Jojo Rabbit,tt2584384
Joker,tt7286456
Jolly LLB 2,tt5982852
Jolt,tt10228134
Joshua,tt0808331
Josie and the Pussycats,tt0236348
Journal 64,tt6916362
Journey 2: The Mysterious Island,tt1397514
Journey to the Center of the Earth,tt0373051
Journey's End,tt3780500
Joy,tt2446980
Joy Ride,tt0206314
Joyeux Noël,tt0424205
Ju-on,tt0364385
Ju-on 2,tt0367913
Jûbê ninpûchô,tt0107692
Judas and the Black Messiah,tt9784798
Jude,tt0116722
Judge Dredd,tt0113492
Judgment Night,tt0107286
Judy,tt7549996
Jue di tao wang,tt2238032
Jug Jugg Jeeyo,tt13449624
Jui kuen II,tt0111512
Juice,tt0104573
Julie & Julia,tt1135503
"Juliet, Naked",tt5607096
Julieta,tt4326444
Jumanji,tt0113497
Jumanji: The Next Level,tt7975244
Jumanji: Welcome to the Jungle,tt2283362
Jumper,tt0489099
Jumping the Broom,tt1640484
Jungle,tt3758172
Jungle 2 Jungle,tt0119432
Jungle Cruise,tt0870154
Jungle Fever,tt0102175
Juno,tt0467406
Jupiter Ascending,tt1617661
Jurassic Park,tt0107290
Jurassic Park III,tt0163025
Jurassic World,tt0369610
Jurassic World: Dominion,tt8041270
Jurassic World: Fallen Kingdom,tt4881806
Jûsan-nin no shikaku,tt1436045
Just Before I Go,tt2980472
Just Cause,tt0113501
Just Friends,tt0433400
Just Go with It,tt1564367
Just Like Heaven,tt0425123
Just Married,tt0305711
Just Mercy,tt4916630
Just My Luck,tt0397078
Just Visiting,tt0189192
Just Wright,tt1407061
Juste la fin du monde,tt4645368
Justice League,tt0974015
Juzni vetar,tt5207158
K-19: The Widowmaker,tt0267626
K-PAX,tt0272152
K.G.F: Chapter 1,tt7838252
K.G.F: Chapter 2,tt10698680
Kabali,tt5071886
Kabhi Khushi Kabhie Gham...,tt0248126
Kabir Singh,tt8983202
Kaboom,tt1523483
Kabzaa,tt11364772
Kadaver,tt11284280
Kader,tt0875595
Kærlighed for voksne,tt14592948
Kafka,tt0102181
Kagittan Hayatlar,tt13045890
Kaguya-hime no monogatari,tt2576852
Kahaani,tt1821480
Kairo,tt0286751
Kaithi,tt9900782
Kajaki,tt3622120
Kajillionaire,tt8143990
Kal Ho Naa Ho,tt0347304
Kalifornia,tt0107302
Kama Sutra: A Tale of Love,tt0116743
Kamera o tomeru na!,tt7914416
Kampen om Narvik,tt9737876
Kantara,tt15327088
Kapringen,tt2216240
Karakter,tt0119448
Karigurashi no Arietty,tt1568921
Karnan,tt11581174
Karthikeya 2,tt13664684
Kataude mashin gâru,tt1050160
Kate,tt7737528
Kate & Leopold,tt0035423
Katyn,tt0879843
Kaze tachinu,tt2013293
Keanu,tt4139124
Keeping Mum,tt0444653
Keeping the Faith,tt0171433
Keeping Up with the Joneses,tt2387499
Keith,tt0435679
Kelebekler,tt7318202
Ken Park,tt0209077
Kesari,tt6264938
Kevin & Perry Go Large,tt0205177
Khakee,tt0347332
Khuda Haafiz,tt7363104
Kick,tt2372222
Kick-Ass,tt1250777
Kick-Ass 2,tt1650554
Kicking & Screaming,tt0384642
Kicking and Screaming,tt0113537
Kidnap,tt1458169
Kidnapping Mr. Heineken,tt2917388
Kids,tt0113540
Kidulthood,tt0435680
Kika,tt0107315
Kikujirô no natsu,tt0199683
Kill Bill: The Whole Bloody Affair,tt6019206
Kill Bill: Vol. 1,tt0266697
Kill Bill: Vol. 2,tt0378194
Kill Command,tt2667380
Kill List,tt1788391
Kill Me Three Times,tt2393845
Kill the Irishman,tt1416801
Kill the Messenger,tt1216491
Kill Your Darlings,tt1311071
Killer Elite,tt1448755
Killer Joe,tt1726669
Killerman,tt7420342
Killers,tt1103153
Killing Me Softly,tt0250468
Killing Season,tt1480295
Killing Them Softly,tt1764234
Killing Zoe,tt0110265
Killshot,tt0443559
Kim Bok-nam salinsageonui jeonmal,tt1646959
Kimetsu no Yaiba: Mugen Ressha-Hen,tt11032374
Kimi,tt14128670
Kimi no na wa.,tt5311514
Kimi no suizô o tabetai,tt7236034
Kimssi pyoryugi,tt1499666
Kin,tt6017942
Kindergarten Cop,tt0099938
King Arthur,tt0349683
King Arthur: Legend of the Sword,tt1972591
King Kong,tt0360717
King of California,tt0388182
King of New York,tt0099939
King of Thieves,tt5789976
King Ralph,tt0102216
King Richard,tt9620288
Kingdom of Heaven,tt0320661
Kingpin,tt0116778
Kingsglaive: Final Fantasy XV,tt5595168
Kingsman: The Golden Circle,tt4649466
Kingsman: The Secret Service,tt2802144
Kinky Boots,tt0434124
Kinsey,tt0362269
Kirikou et la sorcière,tt0181627
Kis Uykusu,tt2758880
Kisi Ka Bhai Kisi Ki Jaan,tt3679040
Kiss Kiss Bang Bang,tt0373469
Kiss of Death,tt0113552
Kiss of the Dragon,tt0271027
Kiss the Girls,tt0119468
Kissing Jessica Stein,tt0264761
Klaus,tt4729430
Knight and Day,tt1013743
Knight of Cups,tt2101383
Knights of Badassdom,tt1545660
Knives Out,tt8946378
Knock at the Cabin,tt15679400
Knockaround Guys,tt0211465
Knocked Up,tt0478311
Knockin' on Heaven's Door,tt0119472
Knowing,tt0448011
Kodachrome,tt1880399
Koe no katachi,tt5323662
Kôkaku kidôtai,tt0113568
Kôkaku kidôtai 2.0,tt1260502
Kokuhaku,tt1590089
Kokuriko-zaka kara,tt1798188
Kol,tt10530176
Kolja,tt0116790
Koma,tt6087226
Kon-Tiki,tt1613750
Kona fer í stríð,tt7279188
Kong: Skull Island,tt3731562
Kongen av Bastøy,tt1332134
Kono sekai no katasumi ni,tt4769824
Kontroll,tt0373981
Kopps,tt0339230
Koroshiya 1,tt0296042
Kraftidioten,tt2675914
Krampus,tt3850590
Kranti,tt15373868
Krigen,tt3830162
Krrish 3,tt1029231
Ku bei,tt13872248
Kubo and the Two Strings,tt4302938
Kuch Kuch Hota Hai,tt0172684
Kuffs,tt0104647
"Kumo no mukô, yakusoku no basho",tt0381348
Kundun,tt0119485
Kung fu,tt0373074
Kung Fu Panda,tt0441773
Kung Fu Panda 2,tt1302011
Kung Fu Panda 3,tt2267968
Kung Pow: Enter the Fist,tt0240468
Kurenai no buta,tt0104652
Kursk,tt4951982
Kurtlar Vadisi: Irak,tt0493264
Kurup,tt7026666
Kvinden i buret,tt2438644
Kyaputen Hârokku,tt2668134
Kynodontas,tt1379182
Kyss mig,tt1859522
L.A. Confidential,tt0119488
L.A. Story,tt0102250
L.I.E.,tt0242587
L'amant,tt0101316
L'amant double,tt6367558
L'appartement,tt0115561
L'arnacoeur,tt1465487
L'auberge espagnole,tt0283900
L'avenir,tt4120176
L'écume des jours,tt2027140
L'empire des loups,tt0402158
L'enfant,tt0456396
L'ennemi public n°1,tt0411272
L'illusionniste,tt0775489
L'immortel,tt1167638
L'inconnu du lac,tt2852458
L'incredibile storia dell'Isola delle Rose,tt10287954
L'instinct de mort,tt1259014
L'insulte,tt7048622
La belle époque,tt9172422
La belle et la bête,tt2316801
La cage dorée,tt2261749
La cara oculta,tt1772250
La cérémonie,tt0112769
La cité des enfants perdus,tt0112682
La comunidad,tt0255067
La délicatesse,tt1828995
La double vie de Véronique,tt0101765
La doublure,tt0449851
La famille Bélier,tt3547740
La fille inconnue,tt4630550
La fille sur le pont,tt0144201
La finestra di fronte,tt0352343
La flor de mi secreto,tt0113083
La French,tt2935564
La grande bellezza,tt2358891
La habitación de Fermat,tt1016301
La haine,tt0113247
La horde,tt1183276
La isla mínima,tt3253930
La La Land,tt3783958
La leggenda del pianista sull'oceano,tt0120731
La mala educación,tt0275491
La meglio gioventù,tt0346336
La migliore offerta,tt1924396
La Môme,tt0450188
La noche de 12 años,tt6792282
La nuit a dévoré le monde,tt4266076
La odisea de los giles,tt10384744
La pazza gioia,tt4621872
La pianiste,tt0254686
La piel que habito,tt1189073
La ragazza nella nebbia,tt6892400
La reine Margot,tt0110963
La science des rêves,tt0354899
La sconosciuta,tt0494271
La stanza del figlio,tt0208990
La terza madre,tt0804507
La tigre e la neve,tt0419198
La tortue rouge,tt3666024
La Vénus à la fourrure,tt2406252
La vie d'Adèle,tt2278871
La vita davanti a sé,tt10627584
La vita è bella,tt0118799
Laal Singh Chaddha,tt10028196
Labor Day,tt1967545
Ladder 49,tt0349710
Ladies in Lavender,tt0377084
Lady and the Tramp,tt8096832
Lady Bird,tt4925292
Lady Chatterley's Lover,tt14369780
Lady in the Water,tt0452637
Lady Macbeth,tt4291600
Lagaan: Once Upon a Time in India,tt0169102
Laggies,tt2034031
Lake Mungo,tt0816556
Lake Placid,tt0139414
Lakeview Terrace,tt0947802
Lakposhtha parvaz mikonand,tt0424227
Lammbock,tt0258760
Land,tt10265034
Land and Freedom,tt0114671
Land of the Dead,tt0418819
Land of the Lost,tt0457400
Lantana,tt0259393
Lara Croft: Tomb Raider,tt0146316
Lara Croft: Tomb Raider - The Cradle of Life,tt0325703
Largo Winch,tt0808339
Larry Crowne,tt1583420
Lars and the Real Girl,tt0805564
Las brujas de Zugarramurdi,tt2404738
Last Action Hero,tt0107362
Last Chance Harvey,tt1046947
Last Christmas,tt8623904
Last Days,tt0403217
Last Flag Flying,tt6018306
Last Holiday,tt0408985
Last Knights,tt2493486
Last Man Standing,tt0116830
Last Night,tt1294688
Last Night in Soho,tt9639470
Last Seen Alive,tt10242388
Last Vegas,tt1204975
Låt den rätte komma in,tt1139797
Lat sau san taam,tt0104684
Late Night,tt6107548
Latter Days,tt0345551
Laurence Anyways,tt1650048
Law Abiding Citizen,tt1197624
Lawless,tt1212450
Laws of Attraction,tt0323033
Layer Cake,tt0375912
Lazzaro felice,tt6752992
Le chant du loup,tt7458762
Le concert,tt1320082
Le conseguenze dell'amore,tt0398883
Le daim,tt8193790
Le dîner de cons,tt0119038
Le fabuleux destin d'Amélie Poulain,tt0211915
Le gamin au vélo,tt1827512
Le goût des autres,tt0216787
Le grand bain,tt7476116
Le Havre,tt1508675
Le jeu,tt7489816
Le mari de la coiffeuse,tt0100112
Le pacte des loups,tt0237534
Le passé,tt2404461
Le Petit Nicolas,tt1264904
Le Petit Prince,tt1754656
Le placard,tt0243493
Le prénom,tt2179121
Le scaphandre et le papillon,tt0401383
Le sens de la fête,tt5699154
Le temps du loup,tt0324197
Le tout nouveau testament,tt3792960
Le violon rouge,tt0120802
Lean on Pete,tt5340300
Leap of Faith,tt0104695
Leap Year,tt1216492
Leatherface,tt2620590
Leatherface: Texas Chainsaw Massacre III,tt0099994
Leatherheads,tt0379865
Leave No Trace,tt3892172
Leaves of Grass,tt1151359
Leaving Las Vegas,tt0113627
Lee Daniels' the Butler,tt1327773
Legally Blonde,tt0250494
Legend,tt3569230
Legend of the Guardians: The Owls of Ga'Hoole,tt1219342
Legends of the Fall,tt0110322
Legion,tt1038686
Legionnaire,tt0126388
Léon,tt0110413
Lepa sela lepo gore,tt0116860
Les amants du Pont-Neuf,tt0101318
Les amours imaginaires,tt1600524
Les aventures extraordinaires d'Adèle Blanc-Sec,tt1179025
Les choristes,tt0372824
Les couloirs du temps: Les visiteurs II,tt0120882
Les émotifs anonymes,tt1565958
Les femmes du 6e étage,tt1805297
Les frères Sisters,tt4971344
Les innocentes,tt4370784
Les invasions barbares,tt0338135
Les Misérables,tt0119683
Les misérables,tt10199590
Les Misérables,tt1707386
Les petits mouchoirs,tt1440232
Les poupées russes,tt0409184
Les rivières pourpres,tt0228786
Les rivières pourpres 2 - Les anges de l'apocalypse,tt0337103
Les triplettes de Belleville,tt0286244
Les visiteurs,tt0108500
Lesbian Vampire Killers,tt1020885
Let Him Go,tt9340860
Let It Snow,tt1950235
Let Me In,tt1228987
Let Them All Talk,tt10808832
Let Us Prey,tt3148348
Let's Be Cops,tt1924435
Let's Go to Prison,tt0454987
Lethal Weapon 3,tt0104714
Lethal Weapon 4,tt0122151
Letters from Iwo Jima,tt0498380
Letters to Juliet,tt0892318
Leviafan,tt2802154
Liar Liar,tt0119528
Liberal Arts,tt1872818
License to Wed,tt0762114
Licorice Pizza,tt11271038
Lie with Me,tt0418832
Life,tt0123964
Life,tt5442430
Life After Beth,tt2581244
Life as a House,tt0264796
Life as We Know It,tt1055292
Life Is Sweet,tt0100024
Life Itself,tt5989218
Life of Crime,tt1663207
Life of Pi,tt0454876
Life of the Party,tt5619332
Life or Something Like It,tt0282687
Life Stinks,tt0102303
Light of My Life,tt6063090
Lights Out,tt4786282
Lightyear,tt10298810
Lik wong,tt0102293
Like Crazy,tt1758692
Like Father,tt7170950
Like Mike,tt0308506
Like Someone in Love,tt1843287
Lilja 4-ever,tt0300140
Lilo & Stitch,tt0275847
Limitless,tt1219289
Lincoln,tt0443272
Lion,tt3741834
Lionheart,tt0100029
Lions for Lambs,tt0891527
Little,tt8085790
Little Black Book,tt0361841
Little Boy,tt1810683
Little Buddha,tt0107426
Little Children,tt0404203
Little Evil,tt2937366
Little Fockers,tt0970866
Little Giants,tt0110364
Little Italy,tt6957966
Little Man Tate,tt0102316
Little Manhattan,tt0412922
Little Miss Sunshine,tt0449059
Little Monsters,tt7390588
Little Nicky,tt0185431
Little Voice,tt0147004
Little Women,tt0110367
Little Women,tt3281548
Liu lang di qiu,tt7605074
Live by Night,tt2361317
Live Free or Die Hard,tt0337978
Living,tt9051908
Living in Oblivion,tt0113677
Lo chiamavano Jeeg Robot,tt3775086
Lo imposible,tt1649419
Loaded Weapon 1,tt0107659
"Lock, Stock and Two Smoking Barrels",tt0120735
Locke,tt2692904
Locked Down,tt13061914
Lockout,tt1592525
Loft,tt0926762
Logan,tt3315342
Logan Lucky,tt5439796
Lola rennt,tt0130827
Lolita,tt0119558
London,tt0449061
London Boulevard,tt1213648
London Has Fallen,tt3300542
Lone Star,tt0116905
Lone Survivor,tt1091191
Lonely Hearts,tt0441774
Long Shot,tt2139881
Look Away,tt5834760
Look Both Ways,tt14298328
Looking for Eric,tt1242545
Looney Tunes: Back in Action,tt0318155
Loong Boonmee raleuk chat,tt1588895
Looper,tt1276104
Lord of Illusions,tt0113690
Lord of the Flies,tt0100054
Lord of War,tt0399295
Lords of Chaos,tt4669296
Lords of Dogtown,tt0355702
Lore,tt1996310
Lorenzo's Oil,tt0104756
Los abrazos rotos,tt0913425
Los amantes del Círculo Polar,tt0133363
Los amantes pasajeros,tt2243389
Los cronocrímenes,tt0480669
Los lunes al sol,tt0319769
Los ojos de Julia,tt1512685
Los renglones torcidos de Dios,tt13229894
Loser,tt0217630
Lost and Delirious,tt0245238
Lost Girls,tt3111426
Lost Highway,tt0116922
Lost in Space,tt0120738
Lost in Translation,tt0335266
Lost River,tt2366608
Lou,tt5315210
Louder Than Bombs,tt2217859
Love,tt3774694
Love & Basketball,tt0199725
Love & Friendship,tt3068194
Love & Mercy,tt0903657
Love & Other Drugs,tt0758752
Love Actually,tt0314331
Love and Monsters,tt2222042
Love and Other Disasters,tt0452643
Love and Other Impossible Pursuits,tt1032825
Love Guaranteed,tt11100856
Love Happens,tt0899106
Love Hard,tt10752004
Love in the Time of Cholera,tt0484740
Love in the Villa,tt15463032
Love Is Strange,tt2639344
Love Potion No. 9,tt0102343
Love the Coopers,tt2279339
Love Today,tt22488728
Love Wedding Repeat,tt5096470
"Love, Rosie",tt1638002
"Love, Simon",tt5164432
Lovelace,tt1426329
Loving,tt4669986
Loving Annabelle,tt0323120
Loving Pablo,tt4682788
Loving Vincent,tt3262342
Luca,tt12801262
Luce,tt7616148
Lucía y el sexo,tt0254455
Luck,tt7214954
Luckiest Girl Alive,tt4595186
Lucky,tt5859238
Lucky Number Slevin,tt0425210
